,HSC 1,HSC 2,HSC 3,HSC 4,HSC 5,HSC 6,MPPa 1,MPPa 2,MPPa 3,MPPa 4,MPPa 5,MPPa 6,MPPb 1,MPPb 2,MPPb 3,MPPb 4,MPPb 5,MPPb 6,MPPc 1,MPPc 2,MPPc 3,MPPc 4,MPPc 5,MPPc 6,CLP 1,CLP 2,CLP 3,CLP 4,CLP 5,CLP 6,CMP 1,CMP 2,CMP 3,CMP 4,CMP 5,CMP 6,MEP 1,MEP 2,MEP 3,MEP 4,MEP 5,MEP 6,GMP 1,GMP 2,GMP 3,GMP 4,GMP 5,GMP 6,Old HSC 1,Old HSC 2,Old HSC 3,Old HSC 4,Old HSC 5,Old HSC 6,Old MPPa 1,Old MPPa 2,Old MPPa 3,Old MPPa 4,Old MPPb 1,Old MPPb 2,Old MPPb 3,Old MPPb 4,Old MPPc 1,Old MPPc 2,Old MPPc 3,Old MPPc 4
Braf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.70788062,72.33819015,0,11.49954863,0,0,68.71747074,52.5543978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.40736533,30.11617995,34.46895059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Brap,0,0,0,0,0,0,111.727566,0,75.15004523,100.7526299,0,0,58.81201049,20.91545445,160.6133276,89.61734002,57.51051348,45.79241015,99.63748881,150.4016894,154.4261039,314.2972832,93.99355563,72.10031929,69.5300033,0,65.48117677,92.8527011,0,0,109.4410948,52.6353779,76.1333095,224.6349329,87.55387172,115.4034494,98.97134492,69.20041804,0,99.26624948,90.11904528,147.4541127,0,204.3555176,188.6443786,111.7802334,128.5663293,69.17509573,0,160.8945875,88.07302967,126.7500412,163.5595351,47.79278812,132.287123,147.452794,71.13040044,176.8281467,0,0,49.99035441,0,100.3280913,0,41.28949365,40.95948177
Brat1,0,0,0,0,0,0,0,0,45.1412068,0,13.95333406,55.16137932,39.0817854,164.7361504,47.33313133,93.66401428,113.2212004,92.37428048,91.49721055,28.49572287,99.85891075,48.58300378,58.72722849,61.71491785,0,52.98351243,87.52194119,55.40660609,53.83187121,56.17803331,130.7151618,106.1375145,139.5369885,78.15337635,70.82956551,34.6704205,83.14230328,175.6463605,29.82055071,0,163.8425178,77.65695559,76.7543491,0,66.06913493,62.97212729,91.73221815,70.63382748,0,0,28.73168295,46.52417495,32.90229843,58.13170813,0,0,87.74405422,59.36014961,0,0,53.21893535,33.97267383,0,5.213670225,34.94179122,51.51926352
Brca1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55.38454792,0,120.8107107,205.604688,0,0,68.18170445,0,69.93293636,37.83095139,103.0717833,0,0,0,0,62.66468261,0,0,0,0,0,0,5.853502832,34.17028891,122.2523692,0,88.84756847,0,119.1580966,28.6510484,0,0,0,0,0,0,0,0,13.72932728,13.22630509,0,0,0,0,0,0,0,0
Brcc3,96.91721938,0,159.1937701,0,77.95298573,163.2363203,89.06403954,0,129.8973379,135.2797246,80.04491115,92.39231907,117.7817425,89.61233786,92.01376725,113.2300052,118.5419934,123.499551,200.838766,180.5031687,151.8981921,94.30672946,87.51159946,133.1506867,73.99156034,22.21014222,87.19843654,131.2421761,59.16530935,46.52963168,133.5407777,60.11139403,74.20970729,181.5181454,14.55205136,86.62583068,129.5084,145.8072134,0,89.78975483,111.9970415,95.84582021,107.1378077,84.72015042,88.32281359,85.13334865,104.3625839,75.88174484,0,0,54.7244705,75.6312516,67.16049654,59.30510306,13.79687869,3.947226581,130.0904724,80.73433616,0,0,72.29119276,73.3417642,57.88823652,63.59712291,80.04858289,82.44967658
Brd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.53634036,0,0,0,0,0,0,0,0,0,0,0,45.21401635,248.4265359,0,96.36075547,0,42.69156897,0,0,0,0,43.32432859,0,76.46159964,183.061986,113.784344,113.1458874,66.35831658,31.63358151,0,0,0,0,0,0,33.74776356,0,0,0,0,0,0,0,29.81477133,0,0,39.18507147
Brd2,0,0,0,0,0,0,0,0,0,0,22.82780709,0,19.56193441,31.08373544,66.18939137,104.3968968,36.6555331,55.57319746,41.9146474,87.83692906,196.5544378,131.8581103,38.64516272,71.2948885,74.01723317,0,85.13196194,40.64048496,166.4035181,92.37358399,158.2723909,0,79.61574559,50.20884262,54.56849517,93.26090861,0,0,0,0,20.38672383,43.25782541,70.20538039,0,24.02424469,47.41323697,93.64392643,77.00515072,0,0,61.76509176,45.78506265,50.57260689,18.53092056,0,0,35.13508287,46.51697006,0,0,90.22288548,77.98696411,0,0,38.20911629,90.02851382
Brd3,0,0,0,0,38.34143043,0,113.6310315,0,114.0523146,77.41941255,111.2471557,91.89113172,186.3739683,205.0302143,147.3557084,118.9717558,92.10822847,93.49397067,251.6771178,39.93388674,210.9197982,167.2183361,101.2635469,142.3730973,187.9505781,89.73187833,227.1124504,210.6660141,117.9860012,115.4188488,269.9479951,114.2626372,187.0529723,136.1970854,84.77034446,265.0686542,178.1249123,222.1917189,0,41.98643324,103.5878666,272.6175641,98.87416367,127.924966,43.58268168,99.76129548,46.04422293,277.2816298,132.898022,114.8610289,127.5451203,140.7783125,154.1741857,104.9734933,94.73781525,193.1052401,184.5047428,151.6956928,42.24210843,215.6653841,118.3040809,94.66027276,105.5021529,112.245213,162.3238903,118.6337537
Brd4,46.73994518,0,0,0,146.3643786,39.40396215,0,111.0695731,91.73486991,156.2617587,176.6724841,270.7823775,68.75220294,86.70868782,133.2092892,228.8834846,160.1973918,231.0658239,157.3144637,126.9583857,176.9888939,401.579452,199.1201205,308.034429,236.9811141,251.8297967,88.44181703,104.7531082,188.6644295,146.6558262,191.5978403,303.6675909,255.5035217,327.8397956,214.3252871,185.9285415,108.1431483,0,227.0480277,69.18867155,162.2733513,121.3239085,207.6468253,75.60899908,144.0972394,77.19521873,127.4344327,97.97208975,88.22155953,186.5813142,342.9228012,206.4916261,251.9049115,170.4565341,250.6222849,176.8552397,163.645796,148.1860798,305.3930922,216.2638054,223.704556,202.0216378,131.4816299,225.5796414,163.8271106,354.038348
Brd7,0,0,0,0,0,0,0,0,108.4800824,151.633732,0,0,171.2432089,94.99011309,97.65193925,173.6837482,44.08438674,75.86290746,137.1229944,0,195.8268727,152.4338707,78.86090971,114.5555308,272.9310594,356.1747942,24.00716133,114.9258649,0,124.5736402,280.327878,50.02096716,130.2635846,110.1177371,80.10929666,86.64218751,315.3987185,318.9451597,129.8088773,76.78716942,232.9159068,197.6188356,117.433007,15.01632956,110.5813969,39.49056768,110.5641335,96.89139405,0,0,56.38169276,0,39.24386652,71.04642183,0,0,79.55916648,55.11675903,0,0,34.05522968,69.17780644,0,10.25941129,86.38316275,70.34838664
Brd8,0,0,0,0,85.75942575,41.88868074,0,0,0,0,58.53951059,45.80261034,84.8869922,0,115.1901183,88.00553792,73.4609299,63.92946685,33.76553826,0,149.9347784,136.661,52.55862231,85.91670307,0,20.18583932,34.99753022,81.45761019,93.24274103,48.01957228,10.60413424,30.97359358,27.04191486,55.84439277,87.74618536,84.60371818,0,0,0,0,99.68898303,59.47832805,30.59150394,65.85112613,117.2512841,0,40.18466941,41.18096728,0,0,79.77914367,22.75231149,89.98731436,62.27402572,0,25.98456419,90.81620565,59.01426036,0,0,81.42523747,61.61090267,0,0,46.98096945,66.46003525
Brd9,0,0,0,0,0,0,40.10521067,0,0,158.3577419,31.14455547,28.54786743,0,0,117.627146,16.17738442,0,21.71878236,0,0,54.01663894,158.2183673,47.70358499,31.27828593,0,0,0,0,0,54.89898923,0,53.05953517,0,53.73779881,26.14423218,30.62551397,0,0,0,0,40.28653155,29.61173377,0,0,0,0,0,49.27179468,0,0,0,0,0,31.14885907,0,0,58.05629784,40.05078333,0,0,34.12448967,41.32466076,0,0,0,0
Brdt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.9794316,83.45731662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200.6217888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bre,31.70472635,236.2548343,166.630236,0,225.7782774,120.5160869,176.1044828,75.00147688,109.1670853,111.8895051,93.80423471,86.63224748,95.7391638,122.6923707,110.3843185,115.1911923,126.3967789,149.7795874,157.3596093,162.9505333,171.3248284,131.7817438,109.1301538,151.3123181,475.9915226,46.61190706,98.06156094,113.0892368,143.947691,152.0975332,99.0405198,76.88025818,99.239236,102.2298668,176.2280589,143.4939962,94.54433164,488.1629519,85.34364789,84.79042059,135.5929605,156.2821678,136.4914422,106.3129019,174.061985,101.0209641,152.9308622,207.7802639,87.53764679,146.1422812,192.0673946,128.5346573,206.8679425,101.879841,123.098622,79.50080383,146.8088514,199.4584703,74.19366402,203.7458968,103.4039699,122.3819843,134.4872864,113.4390713,102.3548043,149.3225561
Brf1,0,0,0,0,0,0,0,0,57.06407506,24.44419819,0,0,43.03390985,0,71.77648614,51.76539368,0,0,9.116542141,51.12983829,82.47154982,92.69690507,0,0,0,0,0,0,0,0,11.96501175,68.66527067,45.91988901,40.4079457,0,0,155.3576359,0,0,43.91381248,0,5.192116313,17.9492848,24.16731336,69.10598692,16.48237007,49.93991828,0,10.86743882,0,0,0,0,0,0,0,0,0,0,0,0,0,72.31025459,24.15045465,0,0
Bri3bp,0,51.98572314,25.00243791,0,188.7666842,146.0458798,94.04630378,0,97.03377028,119.8155496,58.00412538,66.3157033,51.99050187,41.25086797,104.632446,84.54681708,111.0369784,36.4310817,52.74888773,61.16648206,126.7974317,12.30263002,33.20459977,69.09192289,79.22368253,0,69.51444779,91.28897858,85.25078572,111.5953816,56.62622414,42.9023992,80.22237361,63.06138558,59.01647743,99.98279698,163.1168692,99.30018997,0,0,87.9596446,45.17862764,95.74095906,18.26918681,59.4245104,74.37295972,126.290254,31.77511451,46.03031607,69.84774325,85.43969541,85.91765973,169.560098,98.5606975,0,0,73.93030088,60.43684742,0,0,63.98663825,76.94407006,0,0,98.72837115,157.7915858
Brip1,0,0,0,0,0,0,0,0,0,0,0,0,17.60631239,0,77.3684035,43.36354221,9.10021612,28.64995652,0,0,35.80429272,46.27786305,0,0,0,0,0,0,0,0,0,18.84879765,0,0,0,28.06260394,0,0,0,0,0,0,0,75.43855172,66.38139542,0,0,0,0,0,0,0,19.38413197,0,0,91.18611949,11.65788997,0,0,8.948521091,0,0,0,66.39006263,0,0
Brix1,0,0,0,0,0,0,67.95554826,42.12341041,116.2906464,43.94716963,42.34093498,19.5986353,0,17.22632388,68.51553465,55.22228077,0,0,124.1315839,32.68453705,113.7792215,189.5556174,58.78090856,54.06599128,47.48769416,55.25233229,0,0,0,0,68.66243761,70.05036079,62.47260511,61.28961085,40.4522336,79.69990796,60.71415172,68.05223122,136.7803695,156.8509567,70.24999341,64.69582378,42.81126375,119.6792654,31.77279686,55.13150599,75.21020238,17.5227607,0,0,0,0,0,35.83479386,0,0,23.43082776,43.62942574,0,0,40.90300535,48.06774865,0,0,40.47951746,0
Brk1,252.4948482,86.93896573,0,110.3800407,145.716864,81.57942552,37.96848986,49.0861737,77.69109664,24.37185409,110.4992919,115.9878076,83.62620837,135.337952,72.35445782,96.46455953,37.76771454,51.96318285,118.3333838,132.8571586,106.1072782,39.47575597,75.39105399,127.3693173,98.70688622,63.80865501,163.8794262,90.55637771,118.6454612,76.39889429,48.45623636,21.50199275,37.70621735,21.55027108,61.95722181,29.8638993,46.31208368,103.3334857,119.0922217,37.02697077,44.68995015,21.90399854,52.83522576,38.64212474,45.93514525,31.9830431,42.06499027,41.20464392,33.90346618,50.08052443,49.89548647,16.08623886,32.96576223,52.09165479,21.89815631,18.29899637,41.38013186,87.21017216,12.4792152,39.95024112,55.54281162,20.56434699,20.76624224,20.29154016,103.5010709,134.5718528
Brms1,0,0,0,0,0,0,0,0,0,0,0,0,16.20063186,5.981528533,0,66.45434124,22.26668987,0,57.80691508,0,56.67314924,0,29.3752056,0,0,0,0,0,0,0,0,65.48524029,0,103.779576,17.02716912,0,0,0,0,0,0,6.385304239,162.4247129,0,0,0,0,16.03044039,0,0,0,0,0,0,0,0,17.42758101,0,0,0,0,4.590398357,0,0,0,0
Brms1l,0,0,0,0,25.16058975,35.63193745,0,0,22.84418421,26.07867592,10.34449762,14.7211665,20.46100282,0,68.36321822,47.41172662,37.91890741,27.25513879,0,30.85520887,19.17316831,0,49.81887444,18.50819813,0,0,0,0,0,0,0,0,21.26013158,0,17.8993225,29.76712142,0,0,0,0,7.631314605,10.73158226,0,0,0,0,35.23964001,16.77620539,0,22.71883509,37.24818908,55.10485138,16.58758888,35.91675312,27.138013,80.31235073,29.54404753,28.12948027,0,0,22.26786934,16.1414903,42.88316334,21.43939381,19.4351197,0
Brox,0,77.11823589,90.26842415,0,33.5124509,154.9824766,77.64341718,77.44925709,64.4414175,110.8551092,61.20863049,89.50906166,94.17393579,181.7176492,62.22011744,24.47535885,83.15581585,94.61410989,142.5004656,88.05448018,0,39.6361104,108.3791638,94.22292448,35.18869838,50.52205359,135.7687797,112.3259827,85.93064711,108.4943374,66.42112416,72.7222873,32.87865606,61.37600027,24.82596086,21.33117409,43.48192794,83.67760823,142.6440221,24.34646876,10.92759988,32.21436783,19.16967567,60.90192697,42.79774865,54.16063141,40.48411709,52.09145616,101.0095074,261.8622294,91.4955539,58.00642446,95.43023797,78.58143968,40.67958869,102.1492011,62.69886633,82.35702188,219.1630464,92.47515354,48.59938822,23.66582043,46.41514126,48.11665204,126.5136589,98.74310327
Brpf1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.36949822,0,0,0,76.3455452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.1323217,0,0,0,0,53.23537741,0,0,0,0,0,0,0,0,0,45.30153305,0,0,0,0,0,0,0,0
Brpf3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.92909521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.88201038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.39201803,28.23778715,0,0,0,0,0,0,29.78853682,0
Brwd1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81.28642511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bsdc1,0,0,0,0,0,0,0,0,0,0,8.829349882,9.143191573,0,0,54.20493615,25.95304486,0,0,0,0,76.3801076,22.87824887,16.57416209,0,0,0,0,0,0,0,52.52826265,11.11008211,0,0,0,0,0,0,0,0,0,0,0,62.33481558,11.2855192,12.33785355,35.19197402,0,0,0,0,0,0,15.30999038,48.25366242,0,0,0,0,0,0,16.70230994,66.27180279,9.921765206,0,0
Bsg,75.81698756,53.97840273,35.14790021,245.1621649,69.51374069,51.15211039,108.4985611,133.1928841,124.5815022,168.9704966,11.54200632,62.98738093,37.34033981,37.19037879,52.05198373,35.59426562,16.89930955,29.10931496,54.1884129,42.64742879,16.21850643,34.49537892,17.12051896,19.03093387,91.84349357,125.6912743,37.80000537,59.3378002,52.81842009,42.90309228,40.79790842,86.37271638,123.5051034,15.18560799,62.90033329,53.27562746,336.9456856,319.9321532,126.9266933,342.3686161,227.411537,181.1553446,39.82326626,55.52092361,55.84904604,55.67897242,22.09552463,65.58605847,72.01263313,38.77877068,83.98461616,74.05379276,56.56211628,67.46679935,51.07175152,82.22364501,65.89736852,59.91343633,45.63651102,78.00500975,35.3494826,23.21876523,43.57023018,28.55284466,51.68883977,27.02666988
Bsn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.41658212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.20662296,0,0,0,0,0,0,0,0,0,0,0,0,0
Bst2,0,0,0,0,29.38385327,23.55783342,0,0,0,0,8.630579558,0,9.689883143,8.238729507,18.20492866,13.34944066,6.316273454,0,0,0,14.47424912,0,0,0,0,0,21.10101288,45.46574739,0,9.696988295,33.17592178,0,0,0,0,0,0,0,0,0,18.17493001,19.07927684,0,0,0,0,0,15.99569927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btaf1,0,0,0,0,74.10066684,0,55.78509137,142.1846865,45.7472686,61.73146979,138.048275,89.52616333,105.9859486,14.12905664,137.7494945,87.55051404,88.99345585,112.813646,0,164.3561057,158.1295133,93.91227584,111.6496365,119.1460411,0,0,132.001184,170.4910679,152.6328788,148.3223489,308.7195961,197.0228344,99.24707647,126.5949874,117.6009903,88.35190168,312.811493,336.8943306,98.57216047,232.7960637,218.2205608,221.4535179,183.1281211,118.6432403,157.2955585,248.5467195,329.7053917,251.7618263,0,0,129.9286777,82.1963751,99.72577509,145.1148676,0,0,159.064817,140.4894255,0,0,75.81624405,92.26110428,0,108.8676795,72.45120011,107.953673
Btbd7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.75315149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btbd9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29.87022048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btd,0,0,0,0,0,0,0,0,0,0,0,0,27.52051151,0,0,0,61.78857406,20.17514302,0,0,0,0,27.55775201,20.62321661,0,0,0,0,0,0,0,0,0,0,14.45900254,18.50766236,0,0,0,0,0,0,0,0,0,0,0,57.88268507,0,0,0,0,0,0,72.18486691,0,64.67866906,28.12762464,0,0,0,0,0,26.26988996,0,0
Btf3,239.5117161,264.0330505,86.50328512,270.6842493,130.4471114,168.3878835,192.3761313,216.6739565,319.8337709,319.8767962,293.8657411,305.410732,189.0246863,329.3565764,338.9446078,431.2060152,248.2212859,252.923036,260.8248383,164.8083434,320.1690269,340.0224026,234.7568401,278.1098692,589.7133996,596.9085498,332.1303102,305.1885449,492.1417603,382.3026931,153.7721937,161.0348538,435.2753897,242.2339378,462.1175477,539.3105907,330.1210069,480.8068893,570.2430452,568.9031664,499.2117249,474.0194964,226.7710707,314.0930581,315.4844965,383.5276088,361.9368596,276.9884872,226.6612732,278.6851821,349.6328322,342.3010233,239.7276811,293.9873265,319.0156171,335.7458062,353.5734717,347.2214667,412.6271776,345.8845267,429.8066707,387.1444868,268.1935638,317.2239145,327.8498846,262.4043285
Btf3l4,232.3602468,0,0,286.9292382,144.4314469,131.5181911,161.390091,162.2088149,221.4446736,317.3597205,226.9619473,164.4013131,331.6794876,159.6979146,283.904765,173.1550504,99.49335248,190.1245493,213.2044449,188.9312773,188.8597767,347.0928442,254.8735915,292.8329329,172.7657664,351.3444778,89.02889957,153.9942208,110.8433212,40.79458264,213.4716188,160.16143,122.6770755,151.5605661,239.9354209,204.4688324,314.038361,223.3867597,201.7671263,184.9322029,151.1416655,158.0883717,113.5148206,139.6378695,70.62816923,71.47776916,89.20012097,232.37164,180.4806272,192.7948287,55.41904964,103.4022099,152.1583076,186.1861008,256.9458174,173.5950553,138.67846,116.9846676,254.130354,124.944712,132.4905319,155.7241202,165.2817573,170.8989732,151.0842098,87.00412801
Btk,29.18433465,20.49056865,194.752958,0,285.2195681,216.1955121,213.5777538,273.2052408,88.4512776,167.8719889,203.082663,176.7215616,330.7922558,178.9818097,141.7657271,269.3479979,144.146889,201.6766986,182.453484,287.9121726,220.2389859,297.017843,196.5426516,207.0486452,195.0703187,204.6410351,259.7315872,196.7688441,372.9325048,399.0193924,275.6083922,301.6326473,195.9462257,234.4280514,234.3820416,182.7196221,222.0390733,331.9939715,221.1003812,104.0532391,170.2741225,204.1214396,181.5440048,310.3206001,284.5364924,190.1153275,235.3822006,173.5775851,58.96930127,136.9867757,182.3402204,197.6587483,70.60513743,125.6701357,129.7105265,135.9704983,214.4887401,213.4145943,134.7026529,200.3516244,154.6527876,175.928736,225.0612389,143.3950601,161.060304,150.2072804
Btrc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.86025166,0,0,0,0,0,0,0,0,39.74592153,132.1388846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bub1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.50730632,146.5285595,0,0,85.02859403,0,60.73008299,69.05721783,0,0,0,0,0,0,0,0,0,0,180.0529277,0,14.67139049,0,0,0,22.05204449,0,42.24727124,53.89272544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bub1b,0,0,0,0,0,0,0,0,0,0,0,54.3889137,17.89357089,0,0,0,0,0,97.50536957,0,96.10238873,0,51.42331846,65.34411103,266.1100744,138.2149332,258.9361593,291.0289262,233.2043104,249.7895355,134.121558,142.4978824,83.67023698,88.05394808,31.98632102,15.24055694,54.42973219,102.6115096,0,0,133.3127001,83.59673381,102.207205,421.6436886,244.9847425,100.3593022,89.09933031,89.79765316,0,0,0,0,0,0,0,0,103.3902684,51.96763288,0,0,0,0,0,128.4578264,81.09251304,63.1402688
Bub3,305.1333568,212.8060724,152.7249993,226.1482192,324.8558822,240.8797201,359.8267581,237.53221,217.2394738,224.5701803,316.045133,298.8722333,431.8531562,319.3523904,155.5826965,139.3441692,326.091997,296.1003553,198.2759156,213.8029621,191.7121928,143.91841,305.119016,294.3028042,332.8082698,406.4117846,352.4234104,291.1567674,380.4505422,368.2647895,373.3870125,271.6977851,228.5833954,345.4151208,388.4006955,317.9379168,301.4436729,395.1091059,423.6774934,280.2310287,456.0590264,420.6111849,180.5024338,294.0499609,270.9538228,370.6439948,221.8920926,389.1168741,373.4733025,308.7032561,211.2868583,339.5887727,318.4192652,366.4537097,327.2465101,263.9750933,269.8069577,328.7459583,315.0163118,207.9236932,280.8972596,368.4674643,327.0373083,314.7551532,188.3296004,398.6146983
Bud13,0,0,0,0,0,0,0,0,0,0,0,34.66183522,0,0,0,78.22660548,0,0,55.69804451,0,52.9382483,151.0256783,0,0,0,260.8400959,0,0,0,0,26.94835229,101.1931691,0,0,0,0,0,0,0,0,0,0,46.16475578,0,139.2045745,25.04393678,71.87967553,0,0,0,0,0,0,7.53832377,0,0,33.00666951,53.32749968,0,0,0,0,0,0,0,0
