,HSC 1,HSC 2,HSC 3,HSC 4,HSC 5,HSC 6,MPPa 1,MPPa 2,MPPa 3,MPPa 4,MPPa 5,MPPa 6,MPPb 1,MPPb 2,MPPb 3,MPPb 4,MPPb 5,MPPb 6,MPPc 1,MPPc 2,MPPc 3,MPPc 4,MPPc 5,MPPc 6,CLP 1,CLP 2,CLP 3,CLP 4,CLP 5,CLP 6,CMP 1,CMP 2,CMP 3,CMP 4,CMP 5,CMP 6,MEP 1,MEP 2,MEP 3,MEP 4,MEP 5,MEP 6,GMP 1,GMP 2,GMP 3,GMP 4,GMP 5,GMP 6,Old HSC 1,Old HSC 2,Old HSC 3,Old HSC 4,Old HSC 5,Old HSC 6,Old MPPa 1,Old MPPa 2,Old MPPa 3,Old MPPa 4,Old MPPb 1,Old MPPb 2,Old MPPb 3,Old MPPb 4,Old MPPc 1,Old MPPc 2,Old MPPc 3,Old MPPc 4
Usp10,0,0,52.07218089,0,0,69.92789467,33.75024344,0,0,0,63.95504996,55.38189452,139.9289604,156.4625617,64.2349044,175.9391637,76.52180475,55.05411794,205.3753203,7.961514094,95.71063979,112.8218744,93.59443551,93.62526879,107.636466,69.16093809,123.6875439,96.0634941,158.6559655,156.9968915,155.5687265,208.3525797,224.2661364,162.9578432,126.0175573,93.35248979,154.5446108,274.7335782,108.9635231,170.7462673,118.8402181,106.6411709,164.5471995,149.9098798,118.3962392,107.5137912,218.0504967,71.87778997,51.87974194,148.1849271,53.3751714,159.0866899,93.43631651,68.06530859,133.3094753,134.4033917,92.03923021,80.79216993,242.8406231,156.914726,109.6592436,128.1018325,103.9761154,179.2078318,149.55259,150.2927453
Usp11,0,0,0,0,162.0627492,185.326768,0,0,202.2870437,0,79.31849827,0,46.28374183,0,92.56171214,185.9217872,48.31831893,69.01717743,105.3104344,86.27690578,198.8927735,227.5071832,35.0666491,76.58936054,0,0,0,0,0,0,134.1754696,167.0295946,70.22189719,104.2756784,0,0,0,0,0,0,29.39154215,0,0,127.6685009,81.48585808,52.13688756,70.80772693,66.40950526,0,4.883484646,0,0,11.33400396,6.741046096,0,0,28.83253881,120.3778089,0,0,54.08402706,10.64648219,70.71557184,42.83719267,18.76302847,34.69613642
Usp12,0,0,0,0,0,0,0,0,0,0,0,0,13.5417292,0,111.2161626,48.9028602,0,0,0,0,43.81769247,0,0,0,0,0,0,0,0,0,20.22565265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usp13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.25479435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usp14,259.4936109,219.4326835,309.3195415,302.4172905,155.6324599,119.1837609,308.5323006,266.8686456,271.8774338,290.3212379,321.4359847,230.0121747,437.7398931,482.7377467,220.6143844,257.7362415,193.0231927,194.9745943,425.5669815,178.7379828,178.7606006,140.051978,279.7579583,268.3638983,151.45751,99.77212327,230.9851177,337.4846997,68.90585381,157.8860276,302.5204433,484.1571403,418.7508246,325.4640521,324.6768849,262.9118535,331.5766588,335.7084743,196.6596281,204.8474186,254.2770811,209.5913788,358.6180785,242.5056129,246.0378334,319.915198,230.0975633,402.6203345,247.2723904,258.7994857,96.33143663,136.00798,231.5928093,148.7386379,230.2449237,199.8065007,156.4404005,157.9859659,222.6154658,218.3493745,174.3479462,264.9041158,244.3446694,336.1595071,212.204459,177.7245636
Usp15,0,0,0,0,258.7837561,187.9227209,180.1323656,98.29337594,151.3442302,200.632765,253.4487277,109.9026838,292.2521413,201.4247188,176.157559,147.8603609,299.9426741,264.8791206,271.893728,173.8403619,265.4791263,295.1999542,273.6350097,217.9983924,379.7064398,155.7680987,216.7722869,233.1884162,0,141.7649705,287.4826708,212.5525526,205.9882192,362.2896247,211.277723,171.384172,260.6924909,438.7994378,508.8791267,459.1810034,390.1455305,490.0195465,238.1185263,382.160254,225.0955943,316.4262657,160.9654566,381.093586,224.1893186,121.1643204,316.2210896,222.3174322,346.5096688,320.9196914,393.2652075,221.5595036,323.123228,265.806424,0,171.6706805,208.7188259,177.7939734,256.602826,328.0502804,136.4638017,227.3133724
Usp16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.88528116,66.42238648,0,212.9076188,0,91.14335852,62.28422322,22.91772989,29.16925885,0,0,44.50151559,61.17504344,101.8945699,0,48.24827449,130.8501629,0,144.5820907,22.19525171,0,0,0,0,0,37.3666577,41.50088747,75.42972328,94.55120837,139.7266435,118.3092064,186.6901272,55.76051325,102.0764961,0,70.58251283,0,54.62654542,27.62254455,120.702448,26.05708086,415.330849,39.19441054,0,0,334.0450546,112.8170646,52.65547651,0,82.85416963,26.06164504
Usp19,0,0,0,0,0,0,0,0,0,0,70.71336791,111.5545607,111.5349657,166.3981778,127.1796073,65.35631521,65.02310472,75.02283511,200.4607499,0,123.8832859,188.1481872,128.8625913,125.0605953,0,180.9992027,48.59071826,33.50198351,34.46409251,145.6440088,198.7524331,247.6535492,154.9715796,76.57468714,76.59065503,96.60434588,243.6193485,0,433.5311695,456.0653358,185.7274689,158.7869099,188.162888,121.3534358,173.9432621,123.2057496,72.16903439,135.2473323,0,0,74.54631164,0,65.75399124,128.1804309,79.01811846,0,107.9485838,110.8648031,0,0,136.2993298,159.8173993,83.03795293,54.64610508,139.7569802,125.671853
Usp22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.81684752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usp24,0,0,0,0,0,325.7952958,75.05522353,197.9786685,156.6294329,331.6078909,148.8075755,101.0829788,88.79073899,86.63174086,163.5858037,115.3180812,159.8090753,97.18102612,331.9058425,139.8756424,123.1304962,274.7962852,97.23600845,146.9019896,118.3169327,0,169.9984483,155.8677558,82.91896593,126.5386674,305.6813356,314.1662016,177.7930092,257.6091895,66.76458482,65.08039922,397.6717973,337.1311291,154.8889056,108.4863211,377.856482,321.7663994,322.4014968,248.7261474,207.478295,140.2432631,121.0942228,171.6756489,0,54.2079921,178.3161948,241.3409136,170.5726615,204.2647991,101.7410999,37.30423051,216.7093071,175.6384411,0,36.77253235,231.6375511,69.757128,85.93738728,131.7394173,172.6969913,93.96871124
Usp25,0,0,0,0,0,0,0,0,141.361208,222.1580035,56.20110338,32.6963474,54.40064193,97.00194851,108.094855,96.9658229,55.65559289,107.3901887,125.848381,0,46.29944802,136.9129637,105.9154849,183.5763814,0,0,100.6337176,46.98938497,63.88712036,120.4867421,170.0473713,52.41692139,228.9258371,111.7587919,0,92.44025603,146.2336726,193.4858506,277.7721628,232.8459948,110.801968,200.367419,39.77748215,77.15293576,120.8853313,89.35367559,236.5576692,138.8849742,0,0,28.0032673,115.0849858,84.0990162,45.31796274,0,0,85.76159876,58.7228029,0,0,123.1629353,109.3469611,65.20000308,70.98445681,80.99203721,87.02205134
Usp28,0,0,0,0,0,0,0,0,0,0,0,0,34.63870927,16.23682242,33.71821797,0,70.28867076,42.5983263,0,0,27.34180116,78.90996002,0,47.86494926,0,0,0,0,0,171.8053493,0,99.18454137,146.9018738,0,0,0,0,0,0,0,0,0,0,0,46.90372887,0,0,0,0,0,0,0,0,0,0,46.37681303,19.8608855,0,0,0,0,0,0,12.00902104,0,0
Usp3,0,0,0,0,0,0,0,0,0,0,0,0,12.00481459,0,0,0,0,0,0,0,0,115.1447578,10.84301894,24.63300098,0,0,0,0,0,57.50141273,55.49043855,9.769579645,0,42.08995803,0,0,0,0,0,0,0,0,13.21646661,0,18.09277454,12.83440651,28.1888267,22.3051471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usp30,0,0,32.52226183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.21683738,20.85190939,1.578845739,0,0,0,0,0,0,0,0,0,0,0,19.8908609,0,44.92392601,0,0,8.971401429,0,0,0,0,9.534775505,28.87003467,0,0,0,0,0,0,0,0,0,0
Usp32,125.6387602,256.1909782,141.5990493,0,0,0,171.2561908,0,0,0,0,0,43.88189385,0,0,0,0,0,0,0,0,194.6784234,0,0,254.685286,0,0,0,0,0,45.29666479,0,0,56.36651528,0,0,0,0,170.447044,85.17066556,0,0,0,0,0,0,88.61248414,0,0,74.36704472,0,0,0,0,152.8246346,117.3943656,0,0,0,0,0,0,0,46.56178767,0,0
Usp34,0,0,0,0,0,0,0,0,0,0,25.0595942,95.87539952,0,0,0,0,104.1767429,94.25475701,254.5484185,0,68.72110559,287.4669073,9.2619346,72.72661277,0,0,189.1862992,0,0,0,46.22440846,192.6099785,114.9574279,99.59977361,146.1964325,34.65116715,0,0,0,0,120.8452986,129.5190423,94.00243633,115.4830713,227.1220567,0,145.7840833,147.9950499,0,0,0,0,8.447979903,68.5556867,0,0,142.3042826,71.76966867,0,0,12.49136774,195.5781019,80.11125695,0,0,0
Usp36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09656196,35.89224483,0,0,122.5430295,0,0,0,0,0,0,0,0,0,44.92292577,0,0,0,0,30.45921958,40.20166336,0,0,0,70.60785859,59.16268492,0,0,43.57902269,0,0,6.977794467,0,0,0,0,9.513329654,17.44678546,67.78491277,0,15.31375768,26.52343336,0,0,19.35255665,32.33080392,50.22931394,47.61179189,0,0
Usp37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.30918353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364.8470192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usp38,0,0,0,0,0,0,0,0,0,18.5143519,0,0,6.644367316,0,25.24348249,33.5129853,14.5827024,28.02368695,0,0,0,0,0,42.05856997,0,0,33.19273582,13.71878688,0,0,67.99916892,0,0,0,6.884847675,0,0,0,0,0,22.90538066,17.1075736,0,44.56369335,47.65039812,62.74181714,71.30958447,42.71576725,0,0,0,0,13.54095026,18.16850909,0,0,68.4085249,30.46751098,0,0,13.67963094,0,0,0,19.15758706,34.57279956
Usp39,320.3739518,255.1302041,415.4610556,0,324.6467434,629.4619939,153.7377801,332.7055231,198.6578953,228.5226627,196.3506828,223.4542258,196.0470739,290.3278475,280.3379838,183.1425999,222.9102694,295.8896316,328.4916222,341.3731307,287.350449,161.7044605,250.7309653,318.4409377,86.85878136,328.6052866,264.2704404,599.1621247,344.7603006,1028.945567,176.2028185,267.9488025,281.8169453,174.5691319,203.7307273,250.160686,438.2228738,125.9719068,184.9603906,565.1301633,304.7596405,238.6323956,105.2125396,328.3601944,240.2755336,235.8166989,453.2256086,286.8082697,483.2107886,537.0009569,316.9098651,294.9716561,235.6944209,301.136447,219.6595414,352.867473,254.1776403,250.1369359,291.584816,425.0362748,179.91413,210.1198478,329.8129601,252.7581843,395.1177659,437.5857024
Usp4,0,0,0,0,0,0,0,163.1395862,206.7482663,58.93549506,287.5913388,106.6944946,135.7479443,80.83133156,109.1348098,207.8598351,92.80198778,180.4265761,122.2290678,33.36810373,209.1426392,227.5427294,172.7631503,160.7151853,0,0,82.75356853,130.3760954,0,0,135.701724,158.7785807,53.2325045,110.1281314,271.0358177,320.9093215,165.6004411,129.0679914,0,0,664.9791881,429.9828713,156.1377114,231.0946611,212.7349135,217.6089753,58.11312424,269.863397,0,0,113.5902446,245.1376528,139.1633416,60.06663548,143.235631,61.94923575,165.7021242,489.4092258,0,0,205.6466911,235.6165267,184.9256062,24.72789738,179.1802284,88.78198121
Usp40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.9255593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.98883145,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usp42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,281.0748015,0,0,0,0,0,0,0,0,3.656342693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usp46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61.86844893,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usp47,71.76597187,0,468.6082241,0,108.4364196,150.136698,316.052348,508.8886294,158.2709177,326.3000792,150.1117043,133.9078898,178.7915426,171.2646172,168.5702506,200.0888326,242.1917141,182.5765352,208.9659782,331.7480858,202.6757422,243.9486953,199.3720039,132.4145142,271.2718341,384.2425428,329.7062726,171.0832178,80.99489755,107.5172898,236.6780182,223.6838943,262.2435592,176.9949193,157.6964252,91.09550351,477.7429438,376.1440573,215.968376,301.4559771,284.9065075,312.7688639,280.930993,262.7145834,307.2913371,357.3694933,587.5947601,215.342269,8.491341685,138.5390605,258.2438249,242.6369038,223.6512616,177.5922933,127.5842262,109.2760972,177.9791963,177.8949478,50.87315688,114.4519476,180.693916,156.2022894,131.7749994,172.4906652,211.6265761,252.8378237
Usp48,284.3845804,0,135.2824137,0,56.32474418,74.25477505,18.89948697,52.09474894,116.1947623,93.56985863,124.1537089,97.23142955,44.11469525,127.766479,126.1232135,145.1654546,132.2663854,193.4358943,175.7771511,71.63753339,182.3964205,194.2074203,135.0569757,83.05627772,0,0,110.2556588,71.99725811,102.0617783,104.2197733,147.0045877,121.0403624,88.18096879,167.0460934,140.7146807,129.4433983,230.9184346,143.9974814,220.4206801,126.7068039,200.1746044,169.0819946,121.1583623,144.2775571,148.2617636,105.3599114,136.144539,150.0286072,111.1079644,49.15020354,99.59715219,143.8540029,80.43037214,85.4153959,55.63578377,117.5529959,86.22282803,161.8461073,85.62577428,102.609531,86.79015994,119.6239809,136.7676852,131.7566989,141.3465744,146.1332149
Usp5,780.3056383,1179.425273,985.0115126,1754.473499,1426.523546,1058.837854,961.6362937,1169.364361,938.3821694,853.772261,816.0257365,734.7693165,1162.492489,1135.82026,661.5337682,697.12661,911.0163615,817.9800317,824.9347853,1063.283572,837.2768142,812.6820062,694.488538,721.5130114,994.0161194,712.0958645,902.5633954,984.2530663,935.1931725,1049.339518,861.4140865,1026.873898,1212.818684,558.6390783,689.0640036,536.4942351,1184.696481,951.7945584,940.5739512,965.4386746,799.4625424,723.9120343,510.2870619,800.1257611,619.0342351,627.2214481,988.7880208,614.9693352,1149.900137,1012.591985,1047.247078,865.6430582,818.7992605,725.7436978,801.0401148,910.5653592,769.0495289,681.2178655,1036.485918,821.5284353,667.3599022,705.9247397,720.9338952,719.2365639,760.0423496,815.2386031
Usp54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.11508196,68.86457281,154.2889319,22.41165724,0,0,20.53583266,47.90355791,0,0,0,0,0,0,0,0
Usp7,107.7700627,396.4793606,512.0147529,0,412.6614018,372.8752975,470.1778616,369.5109217,445.1183396,573.7878724,435.7759483,387.0670556,268.9956312,390.7453224,751.0728775,739.7254748,410.8464033,457.3385013,576.707752,474.6026386,460.3567708,677.6713766,421.5179813,441.3416065,457.0561961,503.4341988,392.6798139,353.370431,258.9637786,403.3510458,640.2535619,503.8845905,463.4039931,588.3871891,402.9525556,327.9305738,531.512945,493.7476176,234.8804047,253.825677,433.1975385,278.8906871,459.5031344,444.980492,414.3606792,705.3053868,535.2984947,387.8038574,542.5948236,444.3251762,406.9113566,502.6441469,362.1603394,443.9293881,313.4501382,429.9805587,374.1063056,311.4110431,412.2134927,624.6300099,382.6201862,400.0705471,346.3385447,465.3686646,380.8696863,394.7477132
Usp8,0,0,0,0,138.2037426,158.7156205,0,0,45.28341403,125.7735852,156.7619425,48.84321517,74.1941103,37.42203036,52.45489888,72.61152808,75.8712434,50.76215395,40.97514885,0,172.0828197,126.837919,59.51951084,38.43591786,146.0532847,439.4844286,96.70921361,144.5382771,52.85177906,173.6314489,103.7460373,110.759806,25.53445469,137.921019,25.4955681,24.27659529,0,56.14721377,0,175.3066463,72.81122932,19.36243148,108.0403988,48.69140359,86.72994254,82.07256936,33.38675877,51.19371936,0,0,81.20783263,70.81518905,36.92713685,67.91068796,76.82884765,162.6303741,49.73369873,23.74438149,0,0,93.27508849,52.63695622,16.79623618,126.3991745,61.81310149,85.49593494
Usp9x,183.2406176,0,296.853674,0,328.0458312,473.075861,482.2722756,436.3718597,335.6517724,541.73769,214.924221,313.9518725,272.3654836,245.4962773,276.9927954,294.9425249,205.4728461,368.6231798,490.2267572,143.6885181,226.2622748,469.3828553,202.9078094,302.516901,66.49528495,0,239.1973817,253.4295653,208.3688306,96.66059843,526.0580009,392.0002104,256.0574319,417.6718513,130.8344834,135.0946814,413.1190181,280.2023071,110.1798635,148.7381496,165.3462316,229.6527039,332.3452836,313.9884265,311.84535,329.7753514,402.206236,222.7849358,350.687884,352.4472383,314.9997998,184.7392026,286.0776891,216.8915534,225.4648658,167.078019,220.9660185,183.6488204,260.6772824,155.6524648,152.3139938,148.9593294,246.7592887,194.4313436,222.145886,335.4914415
Utp11,0,0,0,0,0,0,0,0,0,0,9.985543295,0,9.322346074,5.690832502,0,9.732728912,4.71655314,13.62481106,0,0,0,41.86433588,16.40097015,0,0,0,23.63112088,0,0,0,31.3314809,69.88591509,0,26.93436262,2.97890109,0,0,0,0,0,23.27908742,38.93891735,27.30757263,29.2792729,40.55085108,82.15301797,40.95678043,23.999855,0,0,0,0,0,0,0,0,9.728662149,26.05426849,0,0,0,0,0,0,0,0
Utp14a,112.720715,0,0,0,0,0,165.8791869,95.78711332,23.11764049,146.2853826,90.44570164,82.79641495,33.53386393,35.28264809,85.51882854,50.27523092,104.2664617,78.51154727,194.7659072,142.0483749,117.7477868,116.0277437,118.4547348,128.1118659,183.1790455,315.9463554,79.28420836,94.03669319,69.2067738,54.77038638,164.2237185,211.1902734,204.2886303,298.1791068,163.9286879,146.8490196,391.3302783,316.1488337,266.711572,370.8293756,375.6194189,637.511906,210.7629051,196.6137897,193.1357604,160.4407172,130.5828735,135.1199591,101.2173164,105.8010755,90.44881229,89.71005462,113.1762669,79.36501156,93.81935792,183.4937147,91.16532819,112.4534689,100.859806,147.597331,162.2889363,157.1332756,114.0652529,212.7558838,92.94004293,78.43697572
Utp14b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.53727729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Utp15,0,0,0,0,28.11518479,109.3526127,39.41022958,35.39245654,82.04298652,15.23516848,57.94960951,32.47438699,49.74598871,2.08222939,56.28607774,49.00680915,79.72529934,57.01041652,39.14228864,135.1780898,98.06733774,87.82749573,74.9269279,67.17401591,27.44881639,38.93449972,83.49236566,90.43407253,207.9022185,262.7854069,113.8177396,64.51632075,113.2984601,144.6169907,80.31107776,161.4940859,126.3396338,100.2195647,139.4373829,203.0734908,244.1760253,297.0186979,122.5360609,222.8750708,211.1498275,155.4792927,134.6306321,160.2374243,39.24495376,145.0658321,101.3181053,49.22247786,126.8124128,75.37263121,132.0607078,127.8560957,137.7309158,103.5875827,0,81.73702811,86.02867616,39.94994842,126.6818632,228.6247728,67.21490136,141.7093912
Utp18,0,0,0,0,0,0,286.029746,447.6317546,79.68461287,275.2285125,26.27760188,40.38890781,17.71541992,3.854238894,86.10802947,115.2326497,55.69772752,60.01699797,53.14880089,93.18238809,171.9900683,83.22221392,67.0285849,76.1624322,112.2554831,163.0974102,53.76139927,48.6588046,85.71436517,58.69360814,123.8309675,69.19112916,27.09269121,47.55871809,114.1205054,78.45849309,100.1017611,125.5177434,0,0,137.6721487,76.67497842,50.49556535,88.22172232,73.74127631,81.5181723,100.9508591,112.306044,0,0,31.62662049,52.08037872,48.75291011,71.88364603,0,0,65.00599306,72.62035086,0,0,64.37599847,83.86846402,0,0,90.5195156,97.35328523
Utp20,0,0,0,0,222.3542852,0,255.8781272,144.1601904,38.34277977,106.4416202,83.28844682,65.77603719,68.72799263,120.6285843,194.1521241,135.8609263,109.2797517,170.1402443,297.9968473,80.84773763,148.3447515,307.2654669,284.0809141,143.6323352,122.3597374,202.7909571,179.2566341,203.2859778,477.6813346,341.3209,238.3862993,250.4375194,270.27466,286.6551711,193.6838455,170.9088869,281.3985261,363.2978354,519.7030264,274.2116722,409.2976929,381.8246862,366.8788213,365.4272534,286.8305287,419.8582892,318.9250317,445.2131742,116.5051625,86.66072074,148.2400309,65.03582252,109.5014569,99.73312821,318.9050069,129.6759443,175.4640609,158.6747754,157.1938282,236.4123766,99.43972877,130.5748166,241.306962,240.9197144,181.672734,171.0541459
Utp23,0,0,0,0,17.83869342,0,0,0,0,0,0,0,15.34798625,0,0,37.41784888,41.51676619,28.36623325,52.22975756,0,0,0,27.40632704,7.623092103,0,0,0,17.26625232,0,0,50.32481138,26.70036132,0,0,23.70707987,26.31898343,0,19.20677214,0,0,41.35355863,27.16230039,19.89075784,24.98244941,47.88457403,8.570843097,0,14.11536514,0,0,43.91617076,21.20652073,39.80075389,24.68371954,0,0,32.03098332,31.08376538,0,0,31.26558783,0,0,0,24.99311738,45.96910494
Utp3,0,104.805643,0,0,39.69733716,0,131.3886784,124.3949041,77.36720785,87.63452417,51.24136492,68.89636953,76.10565107,97.55834463,120.4066128,135.3510694,53.86779528,81.51992485,136.1706099,116.7696066,91.12546629,139.2734968,63.12981956,104.5046582,219.9807581,161.0676185,20.92452855,22.46037816,50.22207191,27.37676644,97.03066198,109.2053862,143.5791592,105.281857,78.61783786,106.7581006,281.1291038,333.0760038,289.432231,312.3162781,79.5850121,104.2652454,80.944905,175.0888869,217.2457969,67.04109995,159.3521725,61.48397229,103.2175887,74.70777737,57.92130852,75.06442736,57.66536385,38.20906418,30.46784843,74.39837595,64.46575852,64.90810925,106.702405,72.82579391,102.2887901,67.11922705,30.37081041,37.21829948,81.65286653,84.64665233
Utp4,0,0,0,0,0,0,0,0,0,0,37.23338806,4.041714965,8.454297802,0,10.91933145,17.73309507,48.04836488,10.57890735,0,0,60.09811666,16.6261636,34.03097781,35.25981729,0,0,91.59316583,23.6721529,0,20.609858,40.39407176,9.341917415,18.6946566,5.201262618,34.45044123,44.70524748,111.6821612,0,0,13.42123896,59.67879047,102.0679711,11.71719597,34.74044942,63.47147954,68.77413054,0,65.32637273,0,0,94.7929159,60.69375216,44.14779895,36.79213315,0,0,45.67801826,69.03106951,0,0,20.08006857,88.3584142,0,0,116.9863764,37.2176562
Utp6,0,0,0,0,0,0,0,0,0,0,55.04535422,52.99627165,41.98543351,87.5309867,88.48447554,70.48684881,26.68996206,22.56809191,57.40321726,61.91940112,5.033043244,0,33.13033252,70.48808354,0,0,11.0967389,0,0,0,95.5002051,87.02550028,91.70835688,89.27902577,90.23975987,37.3820754,175.7453798,245.4506881,63.85797127,44.58267051,95.25256758,94.6593859,143.5544384,89.4864506,152.4199429,164.9826253,40.90794472,75.1739481,0,0,42.16751329,39.86907753,27.6082591,46.09326982,74.23552656,75.83844514,67.88801284,72.37089247,0,54.5227574,39.03210819,41.9979004,97.25870155,73.77680061,88.38494287,101.6328109
Utrn,0,0,1258.036776,0,298.4213809,350.8158375,0,137.5974397,219.8054302,248.6171096,267.6333893,236.9024018,120.8612215,57.40594691,403.1266046,319.7066109,147.483101,226.6807181,0,222.8465585,249.1149752,484.0675413,165.281919,149.3711601,0,0,148.841304,0,250.9060703,0,124.9963304,1241.396983,334.435504,139.2215412,0,117.9647408,0,0,0,0,0,0,181.7766758,507.5065288,300.5913604,122.4885893,356.5832576,205.1901902,420.12793,147.9953978,203.0648064,249.1926526,252.1635791,210.603074,205.8007058,159.1763675,295.2137244,362.4983656,0,0,1315.54513,220.51044,210.0624286,195.1479924,107.6498608,151.0237542
Uvrag,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.54104254,20.78872579,0,0,0,2.926979211,0,11.72943935,28.09908778,0,0,0,10.08644082,22.02170518,0,48.56294727,0,0,7.199218011,0,0,0,0,0,0,0,69.24114173,169.1201182,33.40126317,67.25778058,21.80405177,0,0,0,0,21.28112827,0,0,0,0,17.21201066,0,0,0,0,0,0,0,0
Uvssa,0,0,0,0,0,0,0,0,0,0,11.9987592,15.17020579,0,0,47.50227402,56.16648678,14.44460183,58.16102568,76.46685575,0,0,97.48278377,11.04499755,18.01717832,0,0,0,0,0,0,14.2645193,7.722512298,0,30.95584176,4.498666616,14.91904309,0,0,0,0,0,0,0,66.90538401,48.99780486,34.48366758,0,10.77929589,50.81257632,43.65928025,52.33401445,0,50.94684783,37.45193966,69.13428103,91.85196653,0,53.97659871,0,0,26.32349601,0,0,16.79387002,0,0
Uxs1,0,0,0,0,0,0,0,0,0,0,4.681955024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.5234751,0,0,0,0,0,5.742856712,0,0,0,0,116.720113,21.9691297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.57283201,0,0,0
Uxt,0,0,0,0,0,55.60834991,16.07239891,0,61.56776056,36.52217038,33.88596126,28.85666098,54.15402755,0,34.17861699,34.13200475,33.44612371,34.1256938,0,27.21577205,0,0,0,28.6448741,0,0,105.4359488,101.9441898,137.5872927,95.97203422,38.65097027,22.92667164,33.5945279,28.5099542,44.63417083,0,3.894856037,0,0,12.89540718,25.57696671,39.39688426,32.93604705,0,0,15.94375352,16.55832576,0,0,0,98.07867056,49.1377629,35.97375109,0,0,0,20.60111292,51.13420803,0,0,0,42.12357266,14.89123744,0,37.74444007,58.99673771
Vac14,0,0,0,0,0,0,0,0,152.5410373,53.53488328,144.7857131,70.14713998,86.93116339,54.94438723,319.4718658,157.3743691,103.7262878,58.33691744,66.58680207,37.91155286,258.9985046,587.2568699,90.40135656,92.30606187,44.39611525,0,18.35926351,62.89982333,56.36673962,40.84468765,143.5878655,177.3358924,207.1929627,108.8863265,40.05507867,63.76197097,92.57722744,44.08313264,0,55.13899502,91.27184873,102.905705,269.5859434,162.4879799,209.3825702,162.355117,204.9883103,176.0418005,57.1106928,109.6390867,58.53715482,76.86996494,26.8598524,56.11798969,74.78591677,99.07857311,100.6923251,72.33613035,38.48166755,63.04331153,32.14384207,41.76025628,51.0115509,119.284651,15.7796994,60.51029765
Vamp2,0,14.86174403,53.41292362,45.18916644,51.44013024,57.80204699,44.04884814,53.35097222,51.39882297,68.01692474,0,10.11467487,7.317895268,22.94303055,0,0,0,11.28465535,23.75085857,0,0,0,7.846255645,3.431312143,0,0,0,0,0,54.37622703,0,0,65.08236005,0,14.46110642,12.35229944,0,19.37661754,28.46952694,68.27655916,0,0,0,0,0,19.59966065,60.02288299,0,0,0,0,0,0,0,0,0,0,9.325339918,0,0,0,0,15.78129293,12.6857434,95.43058996,0
