Spot ID,ET10 vs ST12,ET10 vs ET14,ET10 vs ET16,ET10 vs ET18,ET10 vs NB,ET10 vs 1w,ET10 vs 2w,ET10 vs 4w,ET 10 vs 8w,ET10 vs 14w,ET10 vs 22w,ET10 vs 42w,ET10 vs 75w,ET10 vs 100w,ET12 vs ET14,ET12 vs ET16,ET12 vs ET18,ET12 vs NB,ET12 vs 1w,ET12 vs 2w,ET12 vs 4w,ET 12 vs 8w,ET12 vs 14w,ET12 vs 22w,ET12 vs 42w,ET12 vs 75w,ET12 vs 100w,ET14 vs ET16,ET14 vs ET18,ET14 vs NB,ET14 vs 1w,ET14 vs 2w,ET14 vs 4w,ET 14 vs 8w,ET14 vs 14w,ET14 vs 22w,ET14 vs 42w,ET14 vs 75w,ET14 vs 100w,ET16 vs ET18,ET16 vs NB,ET16 vs 1w,ET16 vs 2w,ET16 vs 4w,ET 16 vs 8w,ET16 vs 14w,ET16 vs 22w,ET16 vs 42w,ET16 vs 75w,ET16 vs 100w,ET18 vs NB,ET18 vs 1w,ET18 vs 2w,ET18 vs 4w,ET 18 vs 8w,ET18 vs 14w,ET18 vs 22w,ET18 vs 42w,ET18 vs 75w,ET18 vs 100w,NB vs 1w,NB vs 2w,NB vs 4w,NB vs 8w,NB vs 14w,NB vs 22w,NB vs 42w,NB vs 75w,NB vs 100w,1w vs 2w,1w vs 4w,1w vs 8w,1w vs 14w,1w vs 22w,1w vs 42w,1w vs 75w,1w vs 100w,2w vs 4w,2w vs 8w,2w vs 14w,2w vs 22w,2w vs 42w,2w vs 75w,2w vs 100w,4w vs 8w,4w vs 14w,4w vs 22w,4w vs 42w,4w vs 75w,4w vs 100w,8w vs 14w,8w vs 22w,8w vs 42w,8w vs 75w,8w vs 100w,14w vs 22w,14w vs 42w,14w vs 75w,14w vs 100w,22w vs 42w,22w vs 75w,22w vs 100w,42w vs 75w,42w vs 100w,75w vs 100w
696,,0.000 ,0.000 ,,0.000 ,0.005 ,,,0.006 ,0.002 ,,,0.001 ,,0.003 ,0.001 ,,0.002 ,,,,0.004 ,0.001 ,0.018 ,,0.000 ,0.001 ,,,0.013 ,0.002 ,0.005 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.002 ,0.001 ,0.003 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,,0.030 ,0.018 ,,,0.003 ,0.002 ,0.002 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.022 ,0.000 ,0.000 ,0.001 ,0.004 ,0.000 ,0.000 ,,0.040 ,0.017 ,,,0.005 ,,0.001 ,0.000 ,0.008 ,,0.000 ,0.005 ,0.001 ,0.014 ,0.003 ,,0.043 ,0.001 ,0.001 ,0.002 ,0.002 ,0.036 ,0.014 ,,0.000 ,,0.017 
700,0.029 ,,,,,,,,0.005 ,,,0.025 ,,,,,,0.000 ,,,,0.000 ,0.001 ,0.038 ,0.011 ,,0.003 ,,0.013 ,0.000 ,0.029 ,,,0.000 ,0.000 ,0.001 ,0.001 ,,0.019 ,,0.002 ,,,,0.000 ,0.009 ,,,,0.029 ,0.000 ,,,,0.000 ,0.000 ,,0.000 ,,0.016 ,0.042 ,0.005 ,0.007 ,0.000 ,,0.018 ,0.000 ,0.004 ,,,,0.001 ,,,0.006 ,,,,0.000 ,0.047 ,,0.021 ,,0.027 ,0.001 ,0.037 ,,,,,0.001 ,0.000 ,0.000 ,0.000 ,0.001 ,0.002 ,0.000 ,0.031 ,,0.000 ,,,0.010 ,0.004 ,0.036 
709,,0.008 ,0.035 ,,,,,,,0.011 ,,,,,,,,,,,,,0.040 ,,,,,0.001 ,0.002 ,0.001 ,0.014 ,0.000 ,0.003 ,0.016 ,0.000 ,0.011 ,0.006 ,0.003 ,0.001 ,,0.021 ,0.004 ,0.003 ,0.003 ,0.004 ,,0.019 ,0.022 ,0.005 ,0.020 ,,,,,,0.025 ,,,,,,,,,0.005 ,,,,,,,,0.001 ,,,,,,,0.000 ,,,,,,0.000 ,,,,,0.001 ,,,,,0.006 ,0.005 ,0.002 ,0.006 ,,,,,,
738,,0.009 ,0.001 ,,0.006 ,0.001 ,0.006 ,,0.015 ,0.005 ,0.005 ,0.000 ,0.007 ,,0.038 ,0.023 ,0.014 ,0.000 ,0.000 ,0.000 ,0.005 ,,,0.018 ,0.005 ,0.000 ,,,,0.046 ,0.003 ,0.021 ,,,,,,,,,,0.003 ,0.024 ,,,,,0.048 ,,,,0.010 ,0.014 ,,,,,,,0.042 ,,,,0.041 ,0.025 ,,,,0.001 ,,,0.003 ,0.002 ,0.004 ,0.004 ,0.026 ,0.000 ,,0.019 ,0.014 ,0.027 ,0.038 ,,0.000 ,,,,,,0.012 ,,,,,,,0.003 ,0.033 ,,,,0.044 ,,0.011 ,0.002 
754,,,0.003 ,0.043 ,,,0.017 ,,0.000 ,0.000 ,0.001 ,0.003 ,0.003 ,0.005 ,,0.000 ,0.001 ,0.002 ,0.034 ,,,0.001 ,0.005 ,0.030 ,,,,0.001 ,0.009 ,0.003 ,0.030 ,0.025 ,,0.000 ,0.000 ,0.000 ,0.001 ,0.009 ,0.034 ,0.004 ,0.000 ,0.005 ,0.001 ,0.003 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.001 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.008 ,,0.000 ,0.000 ,0.001 ,0.002 ,0.001 ,0.001 ,0.013 ,0.011 ,0.035 ,,,,,0.000 ,0.000 ,0.001 ,0.002 ,0.002 ,0.003 ,0.035 ,0.001 ,0.002 ,0.000 ,0.000 ,0.012 ,0.009 ,0.000 ,0.000 ,,0.003 ,0.004 ,0.038 ,0.040 ,
762,0.048 ,,0.023 ,0.007 ,,0.001 ,0.000 ,0.008 ,0.010 ,,,0.003 ,0.005 ,,,,,,0.013 ,0.000 ,,,0.048 ,,0.003 ,,0.039 ,,0.016 ,,0.003 ,0.000 ,0.028 ,,,,0.034 ,0.013 ,,,,0.013 ,0.003 ,,,0.019 ,,0.002 ,,,,0.005 ,0.000 ,,,0.006 ,0.037 ,0.000 ,,0.010 ,,0.009 ,,,,,0.008 ,,0.017 ,,0.025 ,0.002 ,0.000 ,0.002 ,0.000 ,0.008 ,0.000 ,0.008 ,0.001 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,,0.006 ,0.033 ,0.001 ,,0.017 ,0.004 ,,0.000 ,,,,0.001 ,0.005 ,,0.004 ,0.029 ,,0.000 ,0.008 ,0.006 
764,,0.035 ,,,,0.001 ,0.017 ,,,0.014 ,,0.028 ,0.003 ,,,,0.045 ,,0.000 ,0.038 ,,0.022 ,0.001 ,0.030 ,,0.000 ,,0.005 ,,0.002 ,0.000 ,,,0.001 ,0.001 ,0.006 ,,0.000 ,,,,0.000 ,0.018 ,0.001 ,0.002 ,0.003 ,,0.003 ,0.001 ,,,0.001 ,0.003 ,,,,,,0.039 ,,0.000 ,0.003 ,0.010 ,0.000 ,0.000 ,0.004 ,0.001 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.006 ,0.001 ,0.000 ,0.000 ,0.000 ,,0.006 ,0.001 ,0.007 ,,0.000 ,0.001 ,0.000 ,0.001 ,0.008 ,,0.000 ,,0.012 ,,0.001 ,0.009 ,,0.023 ,0.001 ,,0.000 ,0.005 ,0.013 ,,0.000 ,,0.000 
778,,,0.003 ,,0.003 ,0.001 ,,0.013 ,0.002 ,0.023 ,0.007 ,0.009 ,0.002 ,0.000 ,,0.005 ,0.032 ,0.000 ,0.000 ,,0.002 ,0.004 ,0.002 ,0.001 ,0.000 ,0.000 ,0.000 ,0.005 ,,0.007 ,0.001 ,,0.025 ,0.003 ,0.042 ,0.012 ,0.013 ,0.003 ,0.001 ,,,0.020 ,,,,,,,0.015 ,,0.013 ,0.010 ,,,,,0.028 ,0.015 ,0.002 ,0.007 ,,0.015 ,,,,,,,,0.029 ,,0.019 ,,,,,,,,,0.046 ,0.021 ,0.002 ,0.010 ,,,,,,,,,,0.015 ,,,,,,,,,,,0.012 
781,0.003 ,0.002 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.001 ,0.000 ,0.000 ,0.006 ,0.002 ,0.000 ,0.000 ,,0.001 ,0.000 ,0.000 ,0.002 ,0.000 ,0.016 ,0.000 ,0.002 ,,,0.001 ,,0.012 ,0.004 ,0.006 ,,0.000 ,,0.004 ,0.036 ,,,,,,,,0.000 ,0.022 ,0.046 ,,0.005 ,0.001 ,0.001 ,0.001 ,,,0.000 ,0.013 ,,,0.001 ,0.000 ,0.001 ,0.000 ,,0.000 ,0.017 ,,,0.001 ,0.001 ,0.001 ,0.000 ,0.000 ,,,,0.021 ,0.013 ,0.026 ,0.005 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.006 ,,,0.047 ,,,0.009 ,0.002 ,0.001 ,0.000 ,0.000 ,0.011 ,0.003 ,0.014 ,0.006 ,,0.012 ,,0.005 ,,0.020 
785,0.003 ,0.008 ,0.001 ,0.000 ,0.000 ,0.001 ,0.000 ,0.001 ,0.000 ,0.000 ,0.002 ,0.004 ,0.000 ,0.000 ,,0.035 ,0.000 ,0.000 ,0.001 ,0.000 ,0.007 ,0.000 ,0.001 ,,,0.002 ,,0.035 ,0.001 ,0.000 ,0.004 ,0.000 ,0.012 ,0.001 ,0.002 ,,,0.001 ,,0.041 ,0.000 ,0.023 ,0.000 ,,0.002 ,0.012 ,,,,,0.026 ,,0.000 ,,0.046 ,,0.023 ,0.003 ,0.014 ,0.001 ,,0.000 ,0.002 ,,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,0.019 ,0.006 ,0.002 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.009 ,,,0.019 ,,0.039 ,0.035 ,0.002 ,0.001 ,0.000 ,0.000 ,0.011 ,0.002 ,0.001 ,0.003 ,,,,0.004 ,,0.045 
801,0.036 ,0.004 ,0.011 ,,0.003 ,,0.006 ,0.008 ,,0.001 ,0.000 ,,0.001 ,0.021 ,,,,,0.013 ,,,0.013 ,,,,,,,,0.015 ,0.002 ,,0.026 ,0.004 ,,0.018 ,,,,,,0.003 ,0.049 ,,0.010 ,0.010 ,0.000 ,,,,,,0.046 ,,,0.029 ,0.011 ,,0.020 ,,0.000 ,0.006 ,,0.001 ,0.001 ,0.000 ,,0.007 ,,0.003 ,0.002 ,,0.001 ,0.000 ,0.025 ,0.000 ,0.005 ,0.029 ,0.005 ,,,,,,0.009 ,0.004 ,0.000 ,,0.029 ,,0.002 ,0.001 ,0.033 ,0.001 ,0.005 ,,,,0.032 ,0.029 ,,0.006 ,,,
802,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.030 ,0.007 ,,0.000 ,,,0.003 ,,,,,,0.028 ,0.001 ,,0.000 ,,,0.001 ,,0.035 ,,,,0.013 ,,0.000 ,,,0.005 ,,,,,,,0.000 ,,0.003 ,0.015 ,,0.002 ,0.001 ,0.005 ,0.046 ,0.000 ,0.008 ,0.000 ,0.004 ,0.030 ,0.000 ,0.000 ,0.001 ,0.000 ,,0.022 ,0.005 ,,0.010 ,0.017 ,,0.000 ,0.000 ,0.008 ,0.000 ,0.000 ,0.000 ,0.000 ,0.022 ,0.001 ,,0.005 ,0.031 ,,0.001 ,0.014 ,,,,0.002 ,0.000 ,0.000 ,0.000 ,0.003 ,0.011 ,,,,
804,,,,,,,0.046 ,0.036 ,0.019 ,,0.014 ,0.017 ,0.001 ,0.001 ,,0.017 ,,0.003 ,0.019 ,0.023 ,0.005 ,0.003 ,,0.002 ,0.002 ,0.000 ,0.000 ,0.031 ,,0.019 ,0.018 ,,0.009 ,0.003 ,,0.002 ,0.003 ,0.000 ,0.000 ,,,,0.017 ,,0.034 ,0.020 ,0.018 ,0.031 ,0.006 ,,,,0.006 ,,,,0.045 ,0.048 ,0.007 ,0.004 ,,0.002 ,,0.016 ,0.009 ,0.008 ,0.011 ,0.001 ,0.007 ,0.018 ,,0.001 ,0.012 ,0.000 ,0.003 ,0.001 ,0.027 ,0.010 ,0.009 ,,0.008 ,0.008 ,0.000 ,0.000 ,,0.007 ,,,,,0.002 ,,,,,0.002 ,0.002 ,0.000 ,0.000 ,,,,,,
805,,,0.018 ,0.019 ,0.000 ,0.001 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.008 ,0.001 ,0.000 ,0.001 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.004 ,0.002 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.016 ,,0.001 ,0.001 ,0.001 ,0.002 ,0.001 ,0.000 ,0.000 ,,0.030 ,0.013 ,0.001 ,0.000 ,0.001 ,0.001 ,0.000 ,0.000 ,0.000 ,0.004 ,0.004 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.013 ,0.002 ,0.000 ,0.002 ,0.004 ,0.000 ,0.000 ,0.000 ,0.003 ,0.002 ,0.002 ,0.002 ,0.002 ,0.000 ,0.000 ,,,,0.048 ,,,,,,,,,,,,,,,,,
806,,,,,0.017 ,,,0.022 ,0.017 ,0.037 ,0.021 ,0.016 ,0.001 ,0.000 ,,0.009 ,0.007 ,0.000 ,0.005 ,0.027 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.038 ,,0.004 ,0.018 ,0.024 ,0.001 ,0.001 ,0.003 ,0.001 ,0.001 ,0.000 ,0.000 ,,,,0.008 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.001 ,0.027 ,0.016 ,,0.025 ,0.015 ,0.003 ,0.001 ,,0.000 ,0.001 ,0.000 ,0.015 ,0.001 ,0.000 ,0.000 ,0.000 ,0.006 ,0.002 ,0.000 ,0.004 ,0.001 ,0.000 ,0.000 ,0.002 ,0.002 ,0.001 ,0.003 ,0.001 ,0.001 ,0.000 ,0.000 ,,0.025 ,,,,,0.001 ,,,,,0.019 ,0.002 ,0.008 ,,,,,,,
811,0.043 ,,,,,,,0.014 ,0.001 ,0.033 ,0.002 ,0.001 ,0.000 ,0.000 ,,0.011 ,0.000 ,0.000 ,0.002 ,,0.000 ,0.000 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,0.017 ,0.002 ,0.002 ,0.005 ,,0.003 ,0.000 ,0.003 ,0.001 ,0.000 ,0.000 ,0.000 ,,,,,0.014 ,0.000 ,0.019 ,0.001 ,0.000 ,0.000 ,0.000 ,,,0.036 ,0.004 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,,0.027 ,0.008 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,,,0.000 ,,0.003 ,0.001 ,0.000 ,0.000 ,0.011 ,0.001 ,0.048 ,0.004 ,0.002 ,0.000 ,0.000 ,0.029 ,,,,,0.006 ,0.000 ,0.042 ,0.033 ,0.009 ,,0.002 ,0.000 ,0.000 ,0.000 ,,,,,,0.020 
811,,0.017 ,,,,,0.000 ,0.011 ,0.025 ,0.017 ,0.006 ,0.012 ,0.018 ,0.001 ,,,,,0.023 ,0.000 ,0.001 ,0.002 ,0.001 ,0.001 ,0.004 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.018 ,0.000 ,0.001 ,0.004 ,0.002 ,0.000 ,0.000 ,0.002 ,0.000 ,,0.013 ,,0.000 ,0.003 ,0.013 ,0.006 ,0.000 ,0.000 ,0.011 ,0.000 ,,0.046 ,0.000 ,0.001 ,0.003 ,0.001 ,0.000 ,0.000 ,0.003 ,0.000 ,,0.000 ,0.000 ,0.003 ,0.001 ,0.000 ,0.000 ,0.004 ,0.000 ,,,,,,,,,,,,,0.023 ,,,,,,,,,,,,,,,,,,,,,,,
814,,,,,0.042 ,,0.002 ,0.029 ,0.002 ,0.007 ,0.001 ,0.006 ,0.001 ,0.000 ,,,,,,0.035 ,,,,,,0.019 ,0.003 ,,,,,0.001 ,,0.008 ,0.003 ,0.002 ,0.028 ,0.008 ,0.000 ,,,,0.001 ,,0.022 ,0.009 ,0.007 ,,0.009 ,0.001 ,,,0.000 ,,0.043 ,0.000 ,0.008 ,,0.017 ,0.001 ,,0.000 ,0.020 ,0.001 ,0.000 ,0.000 ,0.015 ,0.002 ,0.000 ,0.001 ,,0.046 ,0.002 ,0.008 ,,,0.008 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,,0.003 ,,,,,0.000 ,0.006 ,0.041 ,,,0.000 ,0.001 ,0.000 ,0.000 ,0.001 ,,,,,
818,,0.025 ,0.011 ,0.003 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.003 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.004 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.018 ,0.015 ,0.005 ,0.001 ,0.002 ,0.002 ,0.002 ,0.000 ,0.000 ,,0.019 ,0.001 ,0.002 ,0.000 ,0.001 ,0.001 ,0.001 ,0.000 ,0.000 ,0.023 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.012 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.005 ,,,,,,0.010 ,0.001 ,0.002 ,0.000 ,0.003 ,,,,,,,,,,
829,,,,0.001 ,0.000 ,0.007 ,,0.002 ,0.000 ,0.002 ,0.001 ,0.002 ,0.000 ,0.000 ,,0.011 ,0.000 ,0.000 ,0.001 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.011 ,0.000 ,0.000 ,0.002 ,,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.022 ,0.005 ,0.014 ,0.038 ,0.001 ,0.000 ,0.001 ,0.001 ,0.001 ,0.000 ,0.000 ,,,0.001 ,0.003 ,0.000 ,0.004 ,0.001 ,0.001 ,0.000 ,0.000 ,,0.001 ,0.002 ,0.000 ,0.003 ,0.000 ,0.001 ,0.000 ,0.000 ,0.007 ,0.037 ,0.001 ,0.049 ,0.013 ,0.021 ,0.008 ,0.000 ,0.002 ,0.001 ,0.003 ,0.002 ,0.002 ,0.000 ,0.000 ,0.003 ,,,,,0.006 ,0.000 ,0.001 ,0.002 ,0.000 ,0.000 ,,,,0.000 ,,,0.025 ,,0.013 ,0.001 
837,0.046 ,,0.032 ,0.007 ,0.005 ,0.034 ,,0.002 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,0.003 ,0.000 ,0.015 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.006 ,0.024 ,0.012 ,0.009 ,,0.000 ,0.020 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,,0.001 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.001 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.002 ,0.000 ,0.023 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.003 ,0.000 ,0.011 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.001 ,0.000 ,0.043 ,0.000 ,0.000 ,0.000 ,,,
838,,,0.000 ,0.001 ,0.000 ,0.001 ,,0.000 ,0.000 ,,0.001 ,0.010 ,0.000 ,0.000 ,,0.001 ,0.000 ,0.000 ,0.018 ,,,,,,,0.001 ,0.000 ,0.000 ,0.001 ,0.000 ,0.002 ,,0.002 ,,,0.015 ,,0.000 ,0.000 ,,,0.013 ,0.001 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.016 ,,,,0.003 ,0.014 ,0.002 ,0.001 ,0.004 ,0.001 ,,,0.007 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.024 ,,0.011 ,0.027 ,0.002 ,0.002 ,0.006 ,0.002 ,,,,,,,,0.001 ,0.001 ,0.001 ,0.001 ,0.018 ,0.001 ,0.005 ,0.006 ,0.048 ,0.028 ,,0.000 ,0.001 ,0.011 ,,0.000 ,0.000 ,0.017 ,0.001 ,0.001 ,0.000 ,0.000 ,
858,0.004 ,,,0.004 ,0.000 ,,,,0.004 ,0.012 ,,0.001 ,,,0.001 ,0.000 ,0.009 ,0.028 ,0.002 ,0.000 ,0.001 ,0.000 ,0.000 ,0.001 ,0.000 ,0.001 ,,,0.003 ,0.000 ,,,,0.000 ,0.009 ,,0.000 ,,0.035 ,0.001 ,0.000 ,,0.014 ,,,,,,,0.011 ,,0.003 ,0.000 ,0.002 ,0.001 ,0.001 ,0.002 ,0.001 ,0.000 ,0.026 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,0.003 ,0.012 ,,0.000 ,,0.046 ,,0.003 ,0.006 ,,0.000 ,,0.014 ,,,,0.021 ,,0.022 ,,0.000 ,0.000 ,,0.008 ,0.019 ,0.007 ,,0.010 ,0.000 ,,0.026 ,0.034 ,0.003 ,0.007 
871,,0.006 ,0.025 ,,0.001 ,,,0.000 ,0.012 ,0.036 ,,0.000 ,0.000 ,0.000 ,0.032 ,0.003 ,,0.000 ,0.019 ,,0.000 ,,0.003 ,0.038 ,0.000 ,0.000 ,0.000 ,0.001 ,0.024 ,0.000 ,0.025 ,,0.000 ,,0.002 ,0.017 ,0.000 ,0.000 ,0.000 ,,,,,0.000 ,0.002 ,,,0.000 ,0.000 ,0.000 ,,,,0.000 ,0.044 ,,,0.000 ,0.000 ,0.000 ,,0.024 ,0.000 ,0.000 ,,,0.000 ,0.000 ,0.000 ,,0.006 ,0.035 ,,,0.008 ,0.010 ,0.000 ,0.001 ,,,,0.001 ,0.001 ,0.000 ,0.000 ,0.001 ,0.001 ,0.039 ,0.000 ,,0.003 ,0.027 ,0.000 ,0.000 ,0.000 ,,0.001 ,0.001 ,0.000 ,0.001 ,0.001 ,0.000 ,0.000 ,,0.003 
916,0.003 ,0.001 ,0.000 ,0.002 ,0.000 ,0.007 ,0.000 ,,,0.012 ,0.000 ,0.024 ,,,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.032 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.003 ,0.000 ,0.005 ,,,0.001 ,0.000 ,0.000 ,0.000 ,,0.000 ,,0.000 ,0.000 ,,0.024 ,,0.001 ,0.003 ,,0.006 ,,0.000 ,0.000 ,0.002 ,0.001 ,0.000 ,0.000 ,,0.000 ,,0.000 ,0.000 ,0.000 ,0.001 ,0.008 ,,0.000 ,,0.003 ,,0.000 ,0.000 ,0.006 ,0.004 ,0.024 ,0.000 ,0.000 ,0.001 ,0.004 ,0.000 ,0.011 ,0.040 ,,0.017 ,0.000 ,0.034 ,,,0.001 ,,0.001 ,0.006 ,0.005 ,0.000 ,0.000 ,0.002 ,0.005 ,
943,,0.003 ,,0.005 ,0.002 ,0.011 ,0.011 ,0.011 ,0.006 ,,0.018 ,0.032 ,0.000 ,0.000 ,,,,,,0.000 ,,,0.012 ,,,,0.032 ,0.014 ,,,0.014 ,0.001 ,,,0.000 ,,0.007 ,,,,,,0.004 ,,0.045 ,0.005 ,,,0.003 ,0.007 ,,,0.000 ,,,0.000 ,,,,,,0.000 ,,,0.000 ,,,,,0.002 ,,,0.000 ,,,0.033 ,,0.002 ,0.002 ,0.020 ,0.002 ,0.003 ,0.000 ,0.000 ,,0.001 ,,,,,0.000 ,,0.035 ,,,0.003 ,0.001 ,0.000 ,0.000 ,,,,0.003 ,0.014 ,
949,,,,,,,,,,,,,0.044 ,,,,,,,,0.026 ,0.040 ,0.005 ,0.006 ,,,,,,,,,,,,,,,,,,,,,,0.011 ,0.034 ,,,,,,,,,0.007 ,0.014 ,,,,,,,,0.041 ,0.049 ,,,,,,,,,,,,,,,,,,,,,,,0.026 ,,,,,0.032 ,,,,0.012 ,0.025 ,,0.012 ,0.023 ,,,
961,,,,,0.015 ,0.000 ,0.014 ,0.000 ,0.001 ,0.002 ,,0.003 ,0.016 ,,,,,,,0.040 ,0.009 ,,,,,,,,,,0.002 ,0.025 ,0.000 ,0.003 ,,0.027 ,0.007 ,0.040 ,,,0.008 ,0.001 ,0.013 ,0.000 ,0.001 ,0.005 ,,0.003 ,0.012 ,,,,0.038 ,0.010 ,,,,,,,0.000 ,0.002 ,0.000 ,0.000 ,,0.007 ,0.001 ,0.008 ,,,0.001 ,,0.003 ,0.000 ,,,,,,0.041 ,0.013 ,,,,0.021 ,0.000 ,0.000 ,0.028 ,,,0.005 ,0.001 ,,,,0.001 ,0.015 ,,,0.002 ,0.014 ,,,,
963,0.003 ,0.002 ,0.000 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.012 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.049 ,0.000 ,0.000 ,0.009 ,,0.001 ,0.016 ,0.014 ,0.007 ,0.025 ,0.012 ,0.010 ,,0.001 ,0.000 ,,,,,,0.000 ,,,0.001 ,,,,,,,0.009 ,,,0.028 ,,,,,0.011 ,0.000 ,,,0.000 ,,0.001 ,,,0.000 ,,,0.002 ,,0.036 ,0.031 ,0.000 ,,,0.001 ,,0.000 ,0.000 ,,,0.001 ,0.013 ,,0.000 ,0.000 ,0.007 ,0.000 ,0.000 ,,0.001 ,,0.027 ,0.001 ,,0.041 ,0.000 ,0.000 ,0.001 
968,,0.014 ,,,,,,0.037 ,0.023 ,,0.005 ,,,,,,,,,,0.015 ,0.004 ,,0.020 ,,,0.024 ,0.004 ,,0.003 ,0.000 ,0.036 ,0.000 ,0.001 ,0.047 ,0.017 ,0.000 ,0.015 ,0.001 ,,,0.016 ,,0.005 ,0.008 ,,0.002 ,,,,,,,0.043 ,0.012 ,,0.012 ,,,,0.008 ,,0.001 ,0.001 ,,0.000 ,,,0.027 ,,0.028 ,0.032 ,,0.000 ,0.001 ,,,,,,0.016 ,,,,,,0.000 ,0.001 ,,,,0.001 ,0.005 ,,0.017 ,0.020 ,,,,0.000 ,0.004 ,0.000 ,,,
